program_name,q,a
청년 임차보증금 이자지원사업,20.02.25. 이전 국민은행에서 본 사업을 통해 대출을 받았습니다. 대출금을 올려서 추가 대출을 받을 수 있나요?,"기존 대출만기 연장 시 또는 변경사유 발생(임대인 또는 보증금의 변경)으로 인해 국민은행→하나은행으로 변경 하며 추가 대환대출이 가능합니다. 또한, 기존 대출기간 중 이사를 가시는 경우, 증액된 보증금에 대해 하나은행에 추가 대환대출을 받으실 수 있습니다. 서울주거포털에서 ‘변경 신청' 후 서울시 추천서를 발급받으셔서 하나은행에 대출신청을 하시면 됩니다. (단, 해당주택이 본 사업의 지원대상주택에 부합하는지 여부 등을 은행에서 사전에 반드시 상담받 으셔야 합니다.)"
청년 임차보증금 이자지원사업,대출관련 은행 상담은 어디에서 가능한가요?,하나은행 콜센터(☎1599-2222) 및 서울 소재 하나은행 각 지점에서 가능합니다.
청년 임차보증금 이자지원사업,"은행 콜센터로 전화 후, 어떤 내선번호로 연결해야 하나요?","하나은행 콜센터(☎1599-2222)로 전화 후, 내선 2번 전세대출을 연결하시면 됩니다."
청년 임차보증금 이자지원사업,신용등급에 상관없이 대출이 가능한가요?,개인의 신용이 매우 낮을 경우에는 은행에서 대출이 거절될 수 있으니 은행 상담을 먼저 받으시길 바랍니다.
청년 임차보증금 이자지원사업,하나원큐 어플에서 대출가능여부를 알아보는 방법이 궁금합니다.,"하나원큐 앱 설치 및 [회원가입>대출>대출상품>전세> 서울특별시 청년 임차보증금대출]에서 대출가능여부 조회가 가능합니다. 대출가능여부 조회시, 입력하신 정보와 제출하신 서류(스크 래핑 서류포함)상의 내용이 다른 경우 대출가능 한도는 변경 될 수 있습니다. 대출가능여부 조회 결과와 최종 대출심사 결과가 다를 수 있습니다. 따라서, 주택을 계약하시기 전 주택조건, 개인신용 및 본인 연소득 등과 관련한 내용은 은행에서 상세히 상담받으시기를 권장드립니다."
청년 임차보증금 이자지원사업,하나원큐 어플에서 비대면 대출 신청을 하는 방법이 궁금합니다.,"하나원큐 앱 설치 및 [회원가입>대출>대출상품>전세> 서울특별시 청년 임차보증금대출]에서 대출신청이 가능 합니다. 대출심사 시, 증빙서류 간편제출(스크래핑)에 의해 확인되지 않는 서류는 대출신청 영업점에 방문하시어 제출하셔야 합니다."
청년 임차보증금 이자지원사업,"대출심사 신청 후, 은행 관련 직원이 임대인(집주인)에게 연락을 하거나, 임차주택을 방문하나요?","은행의 대출심사 과정에서 필요할 경우 은행이 임대인에게 연락하거나, 주택에 대한 현장조사를 위해 방문할 수 있으며, 이때에는 임대인의 협조가 필요합니다."
청년 임차보증금 이자지원사업,중도상환이 가능한가요? 그럴 때 수수료가 있나요? 다른 불이익은 없을까요?,"중도상환은 가능하지만, 중도상환수수료가 발생합니다. 단, 대출 잔여기간 3개월 이내 상환 시 면제됩니다. 자세한 사항은 은행에 문의해 주시기 바랍니다."
청년 임차보증금 이자지원사업,대출기간 내 이사를 하는 경우에는 어떻게 하나요?,"은행에 방문하여 변경되는 사항에 대해 사전 고지 및 해당주택이 본 사업의 지원대상 주택에 부합하는지 여부 등을 사전에 반드시 상담받으셔야 합니다. 서울시 외의 지역으로 전출 및 공공임대주택으로 이사 하거나, 전세계약이 종료되어 대출금을 상환하는 경우 이자지원 중단사유에 해당되므로 반드시 은행에 통지 하여야 합니다."
청년 임차보증금 이자지원사업,주택 갱신계약을 했는데 (혹은 이사를 갔는데) 보증금액이 바뀐 경우에는 어떻게 하나요?,"보증금이 감소한 경우(기존대출금액이 연장 시 제출한 임대차계약서상 주택의 대출가능금액을 초과하는 경우) : 그 차액은 상환하여야 합니다.
보증금이 증가한 경우 : 그에 따른 추가대출은 불가합니다.
※ 다만, 기존 국민은행 대출을 하나은행으로 변경하는 경우에만 추가 대환대출이 가능합니다."
청년 임차보증금 이자지원사업,"신용 혹은 다른 이유로 인해, 한도까지 나오지 않을 수도 있나요?","추천서를 발급받았음에도 신용등급이나 주택의 권리관계 등으로 대출이 거절되거나, 연소득과 부채현황, 기존 대출 유무 등에 따라 예상보다 적은 금액이 대출될 수 있습니다. 이러한 위험 방지를 위해 은행 방문을 통해 대출가능여부/대출가능한도에 대한 상담을 받으시길 권고드립니다."
청년 임차보증금 이자지원사업,대출연장 및 이자지원 예외사항이 무엇인가요?,대출만기 시 공고문상 지원자격을 충족하지 못하면 대출 연장이 불가하므로 대출금을 상환해야 하나 임차인이 전세사기(깡통전세)로 인해 임대인에게 보증금을 돌려 받지 못해 대출금을 상환하지 못할 경우 대출연장 및 이자를 최장 4년간 지원하는 사항을 말합니다.
청년 임차보증금 이자지원사업,예외사항 적용을 받을 수 있는 대상자는?,"적용 대상자는 아래의 모든 조건을 충족해야 합니다.
① 시행일 기준 대출만기 도래자 중
② 청년 임차보증금 이자지원사업 자격요건 미충족으로 인하여 대출연장이 불가할 경우로,
- 자격요건 미충족: 만 39세 초과, 연소득 초과(미혼 근로청년: 4천만원, 기혼자: 부부합산 5천만원, 부모 소득 7천만원↑), 주거급여수급, 서울시 외 지역으로 전출, 공공임대주택 입주
주) 1년 미만 근로자 / 취업준비생에 한함
③ 전세사기, 깡통전세로 인하여 임대인에게 보증금을 돌려 받지 못하여 대출금을 상환하지 못하는 임차인으로서,
④ 임차권등기명령 및 소송경매 등의 법적절차가 진행 중인 증빙서류를 은행에 제출할 수 있는 임차인입니다."
청년 임차보증금 이자지원사업,예외사항에 따른 대출연장 및 이자지원 신청방법은?,전세사기(깡통전세)로 인하여 보증금을 돌려받지 못해 대출금을 상환하지 못하는 예외사항일 경우 대출연장 및 이자지원을 위해 법적절차에 대한 증빙서류를 하나은행에 제출하여 심사를 받으셔야 합니다.
청년 임차보증금 이자지원사업,대출연장 및 이자지원 기간과 구체적인 지원내용은?,"예외사항에 따른 대출연장 및 이자지원은 6개월 단위로 최대 4년까지 연장가능하며, 법적절차 진행이 종료될 경우 반드시 대출금을 즉시 상환해야 합니다.
※ 임차권등기명령은 최대 2회(6개월 이내, 최대 1년) 연장 가능하며, 그 이후는 반드시 소송 또는 경매 절차가 진행되고 증빙서류를 제출하여야 추가연장이 가능함"
청년 임차보증금 이자지원사업,예외적용으로 인하여 구체적인 지원내용은?,"전세사기(깡통전세)로 인하여 임차보증금을 돌려받지 못해 대출금 상환이 불가한 임차인을 위하여, 최장 4년간 대출기간을 연장하고 이자를 지원하는 내용 입니다.
○ 임차권등기명령자(최장 1년) : 기존 이자지원 지속
○ 소송·경매진행자(최장 3년) : 무이자 (서울시가 이자 전액부담)"
청년 임차보증금 이자지원사업,제출해야 하는 증빙서류는 어떤 것인가요?,"공통서류와 유형(임차권등기명령, 경매/공매, 소송)에 따른 서류(아래 각 항목)가 증빙서류입니다.
○ 공통 서류:
주민등록 등·초본(1개월이내 발급분), 확정일자부 임대차계약서 또는 주택임대차계약 신고필증, 부동산 등기사항전부증명서
○ 임차주택에 임차권등기명령을 하는 경우
(아래 각 호 중 하나)
1. 임차주택에 대한 임차권등기명령 접수증(임차주택 소재지 관할 지방법원)
2. 임차주택에 대한 임차권등기명령 결정문 사본
3. 임차권등기명령이 등재된 부동산 등기사항전부증명서
○ 임차주택에 경매/공매가 진행되는 경우
(아래 각 호 중 하나)
1. 경매/공매 개시 결정문 또는 경매/공매 통지서
2. 압류 및 경매/공매개시결정 또는 공고가 기재된 부동산 등기사항전부증명서
3. 주택임차인에 대한 통지서, 권리신고 및 배당요구신청 접수증명원
4. 매각물건명세서(주거임차인으로서 점유자 성명, 임대차기간, 보증금, 전입일자, 확정일자, 배당요구일자 확인이 가능하여야 함)
○ 임차주택에 전세보증금반환 소송이 진행되는 경우
(아래 각 호 중 하나)
1. 소송접수증명원/ 2. 소송계속증명원 / 3. 소제기증명원"
청년 임차보증금 이자지원사업,임차권등기명령은 무엇인가요?,주택임대차보호법 제3조의3 제1항에 따라 임대차계약이 끝난 후 보증금을 돌려받지 못한 경우 임차인이 해당주택 소재지의 지방법원 등에 보증금 미반환 사실을 해당주택 등기부에 등재하여 줄 것을 요청하는 제도입니다. 자세한 사항은 알기쉬운 생활법령정보를 참고하시기 바랍니다.
청년 임차보증금 이자지원사업,이미 대출기간 내 전세사기(깡통전세)로 인하여 법적절차 진행 중일 경우에도 적용가능한가요?,"대출기간 내에 전세사기(깡통전세)로 인해 소송·경매 등의 법적절차 진행 중일 경우에는 예외적인 적용이 불가합니다. 적용대상은 자격요건 미충족 및 대출만기가 임박하여 대출을 상환하여야 하나, 전세사기(깡통전세)로 인해 임대인에게 보증금을 돌려받지 못해 대출상환이 불가한 임차인이 적용대상입니다."
,,
전세보증금반환보증 보증료 지원 FAQ,지원방식과 무엇을 지원해주는 것인가요?,해당 지자체에서 자격을 검증한 후 신청인이 기납부한 '전세보증금반환보증' 보증료를 최대 30만원 한도로 본인 계좌로 지급합니다. ※ 전세보증금을 지원하는 것이 아님
전세보증금반환보증 보증료 지원 FAQ,전세보증금반환보증 보증료 지원' 사업의 지원대상은 어떻게 되나요?,"보증료 지원 신청일 기준 보증 효력이 유효한 전세보증금반환보증(HUG, HF, SGI)에 가입한 임차보증금 3억원 이하, 연소득 ①(청년) 5천만원 ②(청년 외) 6천만원 ③(신혼부부) 7.5천만원 이하인 무주택 임차인입니다. ※ 단, '24.6.30. 이전에 지원한 신청인에 한하여 '24.1.1. ~ '24.3.3. 기간에 청년 또는 신혼부부면서 유효한 전세보증금반환보증을 가지고 있었던 자는 청년 또는 신혼부부로 간주하여 지원"
전세보증금반환보증 보증료 지원 FAQ,어느 보증기관에서 전세보증금반환보증을 가입하여야 지원해주나요?,"주택도시보증공사(HUG), 한국주택금융공사(HF), 서울SGI에서 제공하는 전세보증금반환보증에 가입하였다면 지원 대상입니다."
전세보증금반환보증 보증료 지원 FAQ,보증 효력이 유효한 전세보증금반환보증이 무엇인가요?,"전세보증금반환보증의 보증기간이 끝나지 않았고, 전세보증금을 미반환받더라도 보증기관을 통해 대신 받을 수 있는 적법한 보증을 의미합니다."
전세보증금반환보증 보증료 지원 FAQ,"임대인이 임대보증금보증에 가입하여 보증료의 25%를 부담하였는데, 지원받을 수 있나요?",전세보증금반환보증 보증료 지원사업은 전세보증금반환보증을 대상으로 하고 있으므로 임대보증금보증 보증료는 지원 대상이 아닙니다.
